task,algo1,algo2,test,alpha,epsilon,target_n,power,se
Hopper-v5,SAC,DDPG,bootstrap,0.05,1.0,5,0.485,0.01580427157448264
Hopper-v5,SAC,DDPG,permutation,0.05,1.0,5,0.313,0.014663935351739656
Hopper-v5,SAC,DDPG,t-test,0.05,1.0,10,0.562,0.01568935945155187
Hopper-v5,SAC,DDPG,Welch t-test,0.05,1.0,10,0.533,0.015776913513105152
Hopper-v5,SAC,DDPG,Mann-Whitney,0.05,1.0,10,0.702,0.01446360950800318
Hopper-v5,SAC,DDPG,Ranked t-test,0.05,1.0,10,0.709,0.014363808687113596
Hopper-v5,SAC,DDPG,bootstrap,0.05,1.0,10,0.718,0.014229406171727618
Hopper-v5,SAC,DDPG,permutation,0.05,1.0,10,0.608,0.015438134602341048
Hopper-v5,SAC,DDPG,t-test,0.05,1.0,20,0.891,0.009854897259738428
Hopper-v5,SAC,DDPG,Welch t-test,0.05,1.0,20,0.895,0.009694070352540258
Hopper-v5,SAC,DDPG,Mann-Whitney,0.05,1.0,20,0.941,0.007451107300260817
Hopper-v5,SAC,DDPG,Ranked t-test,0.05,1.0,20,0.955,0.00655553201502365
Hopper-v5,SAC,DDPG,bootstrap,0.05,1.0,20,0.945,0.007209368904418752
Hopper-v5,SAC,DDPG,permutation,0.05,1.0,20,0.9,0.009486832980505136
Hopper-v5,SAC,DDPG,t-test,0.05,1.0,30,0.985,0.0038438262187565153
Hopper-v5,SAC,DDPG,Welch t-test,0.05,1.0,30,0.988,0.003443254274665176
Hopper-v5,SAC,DDPG,Mann-Whitney,0.05,1.0,30,0.993,0.002636474919281427
Hopper-v5,SAC,DDPG,Ranked t-test,0.05,1.0,30,0.991,0.0029864694875387575
Hopper-v5,SAC,DDPG,bootstrap,0.05,1.0,30,0.988,0.003443254274665176
Hopper-v5,SAC,DDPG,permutation,0.05,1.0,30,0.976,0.004839834707921338
Hopper-v5,SAC,DDPG,t-test,0.05,2.0,2,0.252,0.013729384545565033
Hopper-v5,SAC,DDPG,Welch t-test,0.05,2.0,2,0.121,0.010313049985334114
Hopper-v5,SAC,DDPG,Mann-Whitney,0.05,2.0,2,0.0,0.0
Hopper-v5,SAC,DDPG,Ranked t-test,0.05,2.0,2,0.0,0.0
Hopper-v5,SAC,DDPG,bootstrap,0.05,2.0,2,0.794,0.0127892142057282
Hopper-v5,SAC,DDPG,permutation,0.05,2.0,2,0.79,0.01288021738946979
Hopper-v5,SAC,DDPG,t-test,0.05,2.0,3,0.484,0.015803290796539814
Hopper-v5,SAC,DDPG,Welch t-test,0.05,2.0,3,0.318,0.014726710426975875
Hopper-v5,SAC,DDPG,Mann-Whitney,0.05,2.0,3,0.0,0.0
Hopper-v5,SAC,DDPG,Ranked t-test,0.05,2.0,3,0.681,0.01473902981881779
Hopper-v5,SAC,DDPG,bootstrap,0.05,2.0,3,0.83,0.0118785521003193
Hopper-v5,SAC,DDPG,permutation,0.05,2.0,3,0.667,0.01490338887635963
Hopper-v5,SAC,DDPG,t-test,0.05,2.0,5,0.848,0.011353237423748348
Hopper-v5,SAC,DDPG,Welch t-test,0.05,2.0,5,0.817,0.012227469075814505
Hopper-v5,SAC,DDPG,Mann-Whitney,0.05,2.0,5,0.582,0.015597307459943206
Hopper-v5,SAC,DDPG,Ranked t-test,0.05,2.0,5,0.655,0.015032464867745409
Hopper-v5,SAC,DDPG,bootstrap,0.05,2.0,5,0.968,0.005565608681896351
Hopper-v5,SAC,DDPG,permutation,0.05,2.0,5,0.865,0.010806248192596726
Hopper-v5,SAC,DDPG,t-test,0.05,2.0,10,0.998,0.0014127986409959495
Hopper-v5,SAC,DDPG,Welch t-test,0.05,2.0,10,0.998,0.0014127986409959495
